label,text
an emotion experienced in anticipation of some specific pain or danger,"feeling better, still coughing. : / not moving on yet. its impossible."
an emotion experienced in anticipation of some specific pain or danger,Bloody sunburned
an emotion experienced in anticipation of some specific pain or danger,"@LaraLea awww, we JUST missed you then!!  But I'll see you tonight!!"
an emotion experienced in anticipation of some specific pain or danger,This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.
an emotion experienced in anticipation of some specific pain or danger,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
an emotion experienced in anticipation of some specific pain or danger,I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling
an emotion experienced in anticipation of some specific pain or danger,just wake up.and i got flu  http://plurk.com/p/x2zp6
an emotion experienced in anticipation of some specific pain or danger,"At age 10 my foster grandmother died, I had a fear of dying."
an emotion experienced in anticipation of some specific pain or danger,Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off.
an emotion experienced in anticipation of some specific pain or danger,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer
an emotion experienced in anticipation of some specific pain or danger,"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though"
an emotion experienced in anticipation of some specific pain or danger,"@theroomstops Urm, ouch, that sucks. You need crutches?  What happened? I hope you get/feel better soonest!"
an emotion experienced in anticipation of some specific pain or danger,There is a clear lesson there for a beleagured John Major and a rattled Tory government .
an emotion experienced in anticipation of some specific pain or danger,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully
an emotion experienced in anticipation of some specific pain or danger,I'm sad to have lost another person close to me to cancer
an emotion experienced in anticipation of some specific pain or danger,@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad
an emotion experienced in anticipation of some specific pain or danger,Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue
an emotion experienced in anticipation of some specific pain or danger,"In Washington there was understanding , but just as much disquiet about British Defence policy ."
an emotion experienced in anticipation of some specific pain or danger,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project.
an emotion experienced in anticipation of some specific pain or danger,Let's refuse to live in #fear - #sotoventures
an emotion experienced in anticipation of some specific pain or danger,This is a joke surely? http://prune.it/WEAt
an emotion experienced in anticipation of some specific pain or danger,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity
an emotion experienced in anticipation of some specific pain or danger,"still feeling crangsty  but sushi for Marianne's bday (tmr) tonight! then pedicures (finally!) even so, I hate feeling like this *pouts*"
an emotion experienced in anticipation of some specific pain or danger,@kricket_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!
an emotion experienced in anticipation of some specific pain or danger,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)"
an emotion experienced in anticipation of some specific pain or danger,@PinkyNKOTB hi I'm ok   still not feeling great
an emotion experienced in anticipation of some specific pain or danger,On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast.
an emotion experienced in anticipation of some specific pain or danger,"He answered: ""Ah, Lord, I cannot; I have a bad sore place on my head."""
an emotion experienced in anticipation of some specific pain or danger,@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 #awful
an emotion experienced in anticipation of some specific pain or danger,"When I was walking down the street, some boys showed me a knife and stole all my money."
an emotion experienced in anticipation of some specific pain or danger,"Do not look at the lightning when the cloud bursts; even men cannot do that.
fear,,In a flash of lightning heaven opens"
an emotion experienced in anticipation of some specific pain or danger,"What then must happen to us, who only grow out of the earth, and are so inferior to them, if we venture to do so?"
an emotion experienced in anticipation of some specific pain or danger,@daniel_beckwith it cant be that good if your twittering instead of watching it  xx
an emotion experienced in anticipation of some specific pain or danger,"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too"
an emotion experienced in anticipation of some specific pain or danger,"Hmmm I am very stuck, I have uploaded a picture but it doesn't show up :S I urgently need serious Twitter help  lol"
an emotion experienced in anticipation of some specific pain or danger,i never though i'd be in this situation. i don't like it. at all.
an emotion experienced in anticipation of some specific pain or danger,I'm at work it's super slow and my baby is far away from me. All around crappy day.
an emotion experienced in anticipation of some specific pain or danger,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless
an emotion experienced in anticipation of some specific pain or danger,"@machinemaria ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do"
an emotion experienced in anticipation of some specific pain or danger,"@mcherrywv Yes I know  as my school reports would say 'must do much better' Ah well, just in time huh  http://myloc.me/tHq"
an emotion experienced in anticipation of some specific pain or danger,I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill.
an emotion experienced in anticipation of some specific pain or danger,"@melissa0616 yeah - stomach bug or something. Fever, etc. Not fun."
an emotion experienced in anticipation of some specific pain or danger,watching old skool fall out boy vids
an emotion experienced in anticipation of some specific pain or danger,"please do not let me get obsessed, whatever or whoever is in charge of my actions  you've been doing such a bad job lately"
an emotion experienced in anticipation of some specific pain or danger,"The third fared no better, for the peasant again said: ""Grete, that is the third."""
an emotion experienced in anticipation of some specific pain or danger,"In the morning the king came, and when he saw him lying there on the ground, he thought the evil spirits had killed him and he was dead."
an emotion experienced in anticipation of some specific pain or danger,@travisroberts What would you know about packing? You're making poor Lauren do it all.
an emotion experienced in anticipation of some specific pain or danger,@brucefloyd ps- are you a doctor or swine flu paranoid??
an emotion experienced in anticipation of some specific pain or danger,"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity."
an emotion experienced in anticipation of some specific pain or danger,Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy
an emotion experienced in anticipation of some specific pain or danger,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.
an emotion experienced in anticipation of some specific pain or danger,@vanessathomas ugh some stupid teenagers just showed up. My peaceful time is over
an emotion experienced in anticipation of some specific pain or danger,Guess I should have called  See ya.
an emotion experienced in anticipation of some specific pain or danger,"This was at secondary school, a prefect framed up some case and took it to the deputy head-master.  I was called by the head-master and he threatened to suspend me."
an emotion experienced in anticipation of some specific pain or danger,I woke up this morning thinking it is Saturday
an emotion experienced in anticipation of some specific pain or danger,inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho
an emotion experienced in anticipation of some specific pain or danger,"No phone call yett... Hrmm. Maybe a call from my end is in order?  I'll wait a bit longer, Prom nights are often 'spuratic' moments."
an emotion experienced in anticipation of some specific pain or danger,Being harrassed for being gay; suggestions of being physically beaten - acting as informal bouncer in a gay bar.
an emotion experienced in anticipation of some specific pain or danger,"The little black dwarf soon came, and walked round and round about the circle, but could not find any way to get into it, and he either could not, or dared not, jump over it."
an emotion experienced in anticipation of some specific pain or danger,@ThisStarChild *uhum* try that again - unlike the pretty women on here I just don't look 21 any more
an emotion experienced in anticipation of some specific pain or danger,"Wats shakin out there y'all ? I'm starting to get nice now,"
an emotion experienced in anticipation of some specific pain or danger,I was walking through a thick forest and there was a big snake at a distance of about four metres.
an emotion experienced in anticipation of some specific pain or danger,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression
an emotion experienced in anticipation of some specific pain or danger,I can be so shy but once I come out of my shell that's it 😂
an emotion experienced in anticipation of some specific pain or danger,"@dermaesthetix I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball"
an emotion experienced in anticipation of some specific pain or danger,My graduation day... And i feel like a failure...
an emotion experienced in anticipation of some specific pain or danger,"When the barrel began to roll, the shepherd cried: ""I am quite willing to be mayor."""
an emotion experienced in anticipation of some specific pain or danger,@Irish1974 Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'ing.
an emotion experienced in anticipation of some specific pain or danger,"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment"
an emotion experienced in anticipation of some specific pain or danger,"@goddessfleur youre so far away, I don't know what to do...."
an emotion experienced in anticipation of some specific pain or danger,@tshirtterrorist no sign yet
an emotion experienced in anticipation of some specific pain or danger,@MandyPandy32 I hope for her sake she does could it could get worse
an emotion experienced in anticipation of some specific pain or danger,When I was caught in an elevator and it got stuck between floors.
an emotion experienced in anticipation of some specific pain or danger,"@askegg Argh, I'm so sorry you couldn't come... It was great to get to know everyone..."
an emotion experienced in anticipation of some specific pain or danger,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅
an emotion experienced in anticipation of some specific pain or danger,@da_gurl_cece what up?
an emotion experienced in anticipation of some specific pain or danger,@WESH  That is really sad
an emotion experienced in anticipation of some specific pain or danger,"Take care of this handsome coach of mine, Nor dirty my pretty red wheels so fine!"
a feeling that is oriented toward some real or supposed grievance,"Then he was very angry, and went without his supper to bed; but when he laid his head on the pillow, the pin ran into his cheek: at this he became quite furious, and, jumping up, would have run out of the house; but when he came to the door, the millstone fell down on his head, and killed him on the spot."
an emotion experienced in anticipation of some specific pain or danger,"Then she was in a great fright, and cried out to Chanticleer, Pray run as fast as you can, and fetch me some water, or I shall be choked."""
an emotion experienced in anticipation of some specific pain or danger,Snap. Breaking out again
an emotion experienced in anticipation of some specific pain or danger,@Evan_McMullin @TheBlazeRadio Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP.
an emotion experienced in anticipation of some specific pain or danger,Your boy' is having a nightmare @VivaLaSergio
an emotion experienced in anticipation of some specific pain or danger,Theres nothing like your own pillow.
an emotion experienced in anticipation of some specific pain or danger,Happy mothers day!
an emotion experienced in anticipation of some specific pain or danger,When I came home late one day. I was afraid I would be shouted at by my parents.
an emotion experienced in anticipation of some specific pain or danger,http://twitpic.com/66vdn - I miss my babyyy
an emotion experienced in anticipation of some specific pain or danger,"My father was away from home and he did not come back when he was expected, he came back several hours later than expected."
an emotion experienced in anticipation of some specific pain or danger,@BrianMcnugget 167 Brian 167 that's 1...6....7 followers count them and weep. And they ALL know who is the buzz champion by now
an emotion experienced in anticipation of some specific pain or danger,"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans"
an emotion experienced in anticipation of some specific pain or danger,When I was looking for a job I felt a lot of fear but the fear was greater when I found it.
an emotion experienced in anticipation of some specific pain or danger,@schambers bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won't catch the next flight   njoy!
an emotion experienced in anticipation of some specific pain or danger,is working tomorrow all day so can't do anything tonight  Whats the plan for Saturday?
an emotion experienced in anticipation of some specific pain or danger,He turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out .
an emotion experienced in anticipation of some specific pain or danger,"As a child, when I was at home alone, I felt in an indefinate manner afraid of the death of my father and mother."
an emotion experienced in anticipation of some specific pain or danger,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable
an emotion experienced in anticipation of some specific pain or danger,Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.
an emotion experienced in anticipation of some specific pain or danger,"@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't."
an emotion experienced in anticipation of some specific pain or danger,@UndeadLayne @Lauren_Southern all the bully
an emotion experienced in anticipation of some specific pain or danger,more work to do
an emotion experienced in anticipation of some specific pain or danger,@tooshort55 it'll probably come out like I'm drunk or something...I'll be so nervous!! LOL...thats why we will be there to help eachother
an emotion experienced in anticipation of some specific pain or danger,"is hanging with Bryant&amp;&amp;Hailee, possibly Lafayette tonight. 'nd i don't know why i keep updating this because i have 0 followers"
an emotion experienced in anticipation of some specific pain or danger,@blairangela I don't want to  !!!! I am going to cry all the way home!!!
an emotion experienced in anticipation of some specific pain or danger,Wake Up..... Please.
an emotion experienced in anticipation of some specific pain or danger,"I trust that is not a rat, said Mr. Jeremy Fisher; ""I think I had better get away from here."""
an emotion experienced in anticipation of some specific pain or danger,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation"
an emotion experienced in anticipation of some specific pain or danger,"And she went quickly up to the church-door; but when she came there, the red shoes were dancing before her, and she was frightened, and turned back."
an emotion experienced in anticipation of some specific pain or danger,"I at once suspected nothing good.
sadness,,I asked him where he had left my brother"
a feeling that is oriented toward some real or supposed grievance,"I fell into a great rage at this, pulled out a pistol and discharged it at the monster; but the ball rebounded from his breast and went into my horses head."
an emotion experienced in anticipation of some specific pain or danger,@BuzzFeed so this houses will get into my instestines and scare my poop and I'll shit my pants?
an emotion experienced in anticipation of some specific pain or danger,I drive &gt;90mph on a daily basis. u cld film Fast &amp; Furious off of me. But anything  &lt;1 mph is not my forte'. I bump Anything!.
an emotion experienced in anticipation of some specific pain or danger,@GoodGreenTea Its been a fun afternoon for me trying though....BBQ's out now though...feeling a bit sick
an emotion experienced in anticipation of some specific pain or danger,I would just give her with their naked body.
an emotion experienced in anticipation of some specific pain or danger,Car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx 1 m and collided (after rolling twice midair) into nearby scrub.
an emotion experienced in anticipation of some specific pain or danger,"Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up"
an emotion experienced in anticipation of some specific pain or danger,@slushy_gutter Trent wore that shirt at my show
an emotion experienced in anticipation of some specific pain or danger,"I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon, any ideas for names? What gender do I choose"
an emotion experienced in anticipation of some specific pain or danger,"And again the princess was compelled to do servant""s work until cock-crow."
an emotion experienced in anticipation of some specific pain or danger,tomorrow should be good. but apparently no movies
an emotion experienced in anticipation of some specific pain or danger,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter"
an emotion experienced in anticipation of some specific pain or danger,Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes.
an emotion experienced in anticipation of some specific pain or danger,Medicine Man Oh Medicine Man where for Art thou? FEELiN.... FAiNt... can't....go .....On (lyin on floor)  `````````
an emotion experienced in anticipation of some specific pain or danger,"Benjamin stamped his foot, and bolted."
an emotion experienced in anticipation of some specific pain or danger,"Truck has bit the dust, don't know if I'll make the Mustangs game tomorrow"
an emotion experienced in anticipation of some specific pain or danger,#myweawkness chocolate...i can't say no
an emotion experienced in anticipation of some specific pain or danger,"@LauriM could do, will the fact that its bank holiday make any difference? lemme check my money situation also"
an emotion experienced in anticipation of some specific pain or danger,Dates in the glove box' is pure panic excuse #GBBO
an emotion experienced in anticipation of some specific pain or danger,"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew."
an emotion experienced in anticipation of some specific pain or danger,"@runawayblue don't worry though,he will be fine"
an emotion experienced in anticipation of some specific pain or danger,@Burnt_Out_Darth @theaterofscifi thanks.
an emotion experienced in anticipation of some specific pain or danger,"Ok, my job at walmart is a cart pusher  i hope i dont get sunburned"
an emotion experienced in anticipation of some specific pain or danger,one hour till I go home and commence pouting because no Bahama trip for me
an emotion experienced in anticipation of some specific pain or danger,"My dog is sick. I love that little doggie. He's usually so keen and happy, but he doesn't even want to go for a run in the forest today."
an emotion experienced in anticipation of some specific pain or danger,I'm really not feeling today...soooo much work to do and I have a soar throat  gosh
an emotion experienced in anticipation of some specific pain or danger,"omg, my right hear is blocked and it's so annoying. what if i wake up deaf?   not gonna lie, i'm so scared"
an emotion experienced in anticipation of some specific pain or danger,"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father"
an emotion experienced in anticipation of some specific pain or danger,Before giving a seminar to a rather large audience.
an emotion experienced in anticipation of some specific pain or danger,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!
an emotion experienced in anticipation of some specific pain or danger,Chauncey is giving his last sac speech...
an emotion experienced in anticipation of some specific pain or danger,Happy Star Wars Day! May the 4th be with you!  http://tr.im/kq95
an emotion experienced in anticipation of some specific pain or danger,@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful
an emotion experienced in anticipation of some specific pain or danger,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!
an emotion experienced in anticipation of some specific pain or danger,"I received a phone call from a high school friend whose younger sister studied with me at the University and gave me a lift every moning. She was going to get married to a guy whom I knew too and who had died when he fell from a building, I was afraid to lose somebody since I had already lost a brother in an accident."
an emotion experienced in anticipation of some specific pain or danger,"As a child, one evening I had read a novel about ghosts and I had thus spent a sleepless night as I kept feeling that there were ghosts dancing around me."
an emotion experienced in anticipation of some specific pain or danger,@fansitesnetwork i love you &lt;3  host me lmao
an emotion experienced in anticipation of some specific pain or danger,@wolverine66 didn't get them
an emotion experienced in anticipation of some specific pain or danger,"Even at this level, rojo still manages to play god damn awful. #MUFC"
an emotion experienced in anticipation of some specific pain or danger,Why does my boss have to come in today.....
an emotion experienced in anticipation of some specific pain or danger,When I was going to take the practical exams.
an emotion experienced in anticipation of some specific pain or danger,India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan
an emotion experienced in anticipation of some specific pain or danger,"Bishop Gray was very quick to speak out and express his ` dismay and extreme disappointment "" at the announcement of Cammell Laird 's closure ."
an emotion experienced in anticipation of some specific pain or danger,"—but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through his—"
an emotion experienced in anticipation of some specific pain or danger,@blood_rain i wanna see her hair  hows everyone?
an emotion experienced in anticipation of some specific pain or danger,@charlimillions where r u i? Am wearing a black polkadot dress n green cardigan i cant find u
an emotion experienced in anticipation of some specific pain or danger,Yikes. That poor girl on BGT. That was quite hard to watch
an emotion experienced in anticipation of some specific pain or danger,Happy 11th  I'm going to sleep now lolz
an emotion experienced in anticipation of some specific pain or danger,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated
an emotion experienced in anticipation of some specific pain or danger,"When he came out, she said to him: ""Listen, dearest Roland, we must fly in all haste; my stepmother wanted to kill me, but has struck her own child."
an emotion experienced in anticipation of some specific pain or danger,@TracyAnn_W Happy Stopping by to wish you a Happy Mother's Day. Tracy   Looking forward to meeting you at the concert.  Hugs....Joy
an emotion experienced in anticipation of some specific pain or danger,can't find any good version of 100 Monkeys song    ++ still doesn't get how to send message things on twitter.
an emotion experienced in anticipation of some specific pain or danger,http://twitpic.com/4wsue - yeah  well thanks *blushes*
an emotion experienced in anticipation of some specific pain or danger,Hey don't write yourself off yet. Little girl you're in the middle of the ride
an emotion experienced in anticipation of some specific pain or danger,"@twilightfan01 Lol, me too!!"
an emotion experienced in anticipation of some specific pain or danger,"@SuFiSammy praying you get better soon you sweet one , sorry your still not well"
an emotion experienced in anticipation of some specific pain or danger,going out  I can't do this crap anymore :'(
an emotion experienced in anticipation of some specific pain or danger,pmg im very upset no just relasie hugh laurie isnt on  xxx ohh
an emotion experienced in anticipation of some specific pain or danger,"Soon would the storm burst, the ice break, and all who were on it be irretrievably lost."
an emotion experienced in anticipation of some specific pain or danger,Hate to break every1's heart but confirmation jus came in that Austin &amp; Sophia do NOT &amp; never had a twitter  another sad day!!
an emotion experienced in anticipation of some specific pain or danger,"My wife saw your rampion from the window, and felt such a longing for it that she would have died if she had not got some to eat."""
an emotion experienced in anticipation of some specific pain or danger,Bar exam madness:  topic for today is torts
an emotion experienced in anticipation of some specific pain or danger,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die."
an emotion experienced in anticipation of some specific pain or danger,"Old Mr. Bouncer, behind his chair, was wondering anxiously what she would do next."
an emotion experienced in anticipation of some specific pain or danger,@News3David    can I get in on this?! @Cherynstone  3 way call !!
an emotion experienced in anticipation of some specific pain or danger,@mrskutcher http://twitpic.com/4w9zb - must... stick.. my... thumb.. in .. chin... dimple!! lol  my hubby has one lol  but his is un ...
an emotion experienced in anticipation of some specific pain or danger,@michaelbolton Yes...met Jon last yr at an interesting &quot;Questionning Agile&quot; Agile 2008 session.  Don't see him on this yr's schedule.
an emotion experienced in anticipation of some specific pain or danger,@Dina_Vinson no need to worry. I'll be by your side
an emotion experienced in anticipation of some specific pain or danger,Of back off other peoples he can only have one stalker
an emotion experienced in anticipation of some specific pain or danger,"@jdawg Still waiting for a email  from MAX. So i consider no news, bad news."
an emotion experienced in anticipation of some specific pain or danger,Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don't know much else.
an emotion experienced in anticipation of some specific pain or danger,@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies
an emotion experienced in anticipation of some specific pain or danger,"@marshallsheldon Probably not a good idea, its hard to tweet on the web, I miss Tweetdeck!  *cry*"
an emotion experienced in anticipation of some specific pain or danger,"Unfortunately , anxious and stressed people become acutely sensitive to such fluctuations making them worse by their own concern ."
an emotion experienced in anticipation of some specific pain or danger,"layenn down,uughh dunt feel well"
an emotion experienced in anticipation of some specific pain or danger,Damm servers still down  i need to hit 80 before all the koxpers pass me
an emotion experienced in anticipation of some specific pain or danger,"When I was 8 years old my tonsils had to be operated on. This is not a complicated operation, but just before it started I was very afraid so that I will never forget it."
an emotion experienced in anticipation of some specific pain or danger,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳
an emotion experienced in anticipation of some specific pain or danger,@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???
an emotion experienced in anticipation of some specific pain or danger,Sushi two nights in a row isn't THAT wrong is it?
an emotion experienced in anticipation of some specific pain or danger,Didn't concede yet but having a nightmare at the back #MUFC
an emotion experienced in anticipation of some specific pain or danger,I need a Xanax and have none
an emotion experienced in anticipation of some specific pain or danger,@EmeraldAshlee yea he said brooke's gonna come over to record today!  @CHANiCEDEVONNE!
an emotion experienced in anticipation of some specific pain or danger,doesntfeelwell
an emotion experienced in anticipation of some specific pain or danger,"@rawritsria just got a text by now the one on michigan is empty, dont know about state street yet"
an emotion experienced in anticipation of some specific pain or danger,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam"
an emotion experienced in anticipation of some specific pain or danger,I'm taking a twitter break. Cell is dying
an emotion experienced in anticipation of some specific pain or danger,"I will not let you out."""
an emotion experienced in anticipation of some specific pain or danger,I had fear when I was left alone at the bus depot at night. I had problems of how to move to this place.
an emotion experienced in anticipation of some specific pain or danger,"I was walking from my friend's house, a few blocks from my house, when a car began to follow me. He waited I passed by it rotateed a little and stopped on my way. I changed completely my way and the car went on following me until I turned at a corner and running I hid in a garden of a house, waiting for the car to pass by. I went back home terribly afraid."
an emotion experienced in anticipation of some specific pain or danger,I had always assumed that this sort of civilized dismay at barbarism was the monopoly of our cause .
an emotion experienced in anticipation of some specific pain or danger,Relaxing.
an emotion experienced in anticipation of some specific pain or danger,When I failed my first exam at the Higher Institute.
an emotion experienced in anticipation of some specific pain or danger,The only event I can remember is having a nightmare when I was very young (3 years old) I dreamt about a machine which was going to crush me.
an emotion experienced in anticipation of some specific pain or danger,@iamdiddy me because I might not have enough money for college!!!
an emotion experienced in anticipation of some specific pain or danger,Bug in damn cod4 system link. My map pack isnt working
an emotion experienced in anticipation of some specific pain or danger,Really nervous about my animal rights presentation next period
an emotion experienced in anticipation of some specific pain or danger,i'm still in bed and on the laptop ...yep borin !!!
an emotion experienced in anticipation of some specific pain or danger,@johnhayato I love Overnight. And they've worked with me on printing/shipping issues.  sorry it didn't work out for you.
an emotion experienced in anticipation of some specific pain or danger,i have so much homework  i think i am going to hide in a corner and cry.
an emotion experienced in anticipation of some specific pain or danger,@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. #ghastly
an emotion experienced in anticipation of some specific pain or danger,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days"
an emotion experienced in anticipation of some specific pain or danger,@sarah6800 why r y depressed?  i mite b moving earlyer than i thot
an emotion experienced in anticipation of some specific pain or danger,@TeamCyrus AHHH! still not following!! Do you think she forgot??
an emotion experienced in anticipation of some specific pain or danger,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke
an emotion experienced in anticipation of some specific pain or danger,doesnt want to go to work
an emotion experienced in anticipation of some specific pain or danger,not goin tto tafe
an emotion experienced in anticipation of some specific pain or danger,@dspecial1 awww  thanks lol - ermm what happened to the studying !? ha ha
an emotion experienced in anticipation of some specific pain or danger,"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage"
an emotion experienced in anticipation of some specific pain or danger,i feel like dyeing right now...
an emotion experienced in anticipation of some specific pain or danger,is feeling sad... for some reason..  http://plurk.com/p/wxji3
an emotion experienced in anticipation of some specific pain or danger,"He did so, for he knew her husband could not endure the sight of a sexton."
an emotion experienced in anticipation of some specific pain or danger,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible"
an emotion experienced in anticipation of some specific pain or danger,@ahhchieee haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.
an emotion experienced in anticipation of some specific pain or danger,I dread this drive every Wednesday 😩
an emotion experienced in anticipation of some specific pain or danger,"My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles."
an emotion experienced in anticipation of some specific pain or danger,@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.
an emotion experienced in anticipation of some specific pain or danger,Working.  I can't wait till 4:30. Funeral on monday.
an emotion experienced in anticipation of some specific pain or danger,@nathanblevins Ouch. I won't be down in Miami tomorrow morning. That sucks  It's a cruise? Are you driving back the next Saturday?
an emotion experienced in anticipation of some specific pain or danger,Just talked to donald faison about next day air. He doesn't understand twitter. And he loves cacee cobb
an emotion experienced in anticipation of some specific pain or danger,"Typically , Gould 's infrequent letters home detailed only his ornithological exploits , much to the dismay of the household , who were desperate to hear news of a more personal nature ."
an emotion experienced in anticipation of some specific pain or danger,@refuse2bdefined nooo!! not too busy for you! EVER! SRSLY!  you are my pal! I'm not yet familiar with iphone twitter
an emotion experienced in anticipation of some specific pain or danger,@JamAndHoney and it never arrived. have to wait until Monday now
an emotion experienced in anticipation of some specific pain or danger,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I'm so sad
an emotion experienced in anticipation of some specific pain or danger,"@LauraRepetti i tested on an old shirt first, which was good coz they failed, but the two i did properly look awesome"
an emotion experienced in anticipation of some specific pain or danger,@iGaia Nope!  She can travel all she wants when SHE can pay for it.
an emotion experienced in anticipation of some specific pain or danger,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though."
an emotion experienced in anticipation of some specific pain or danger,Last night my stomach was hurting and today I have a horrible headache. I can never win
an emotion experienced in anticipation of some specific pain or danger,Has anyone else had a bad experience with Poundstretcher? #nightmare firm
an emotion experienced in anticipation of some specific pain or danger,"*YAAAWN* Stayed up too late last night, still gotta work &amp; get up super early tomorrow"
an emotion experienced in anticipation of some specific pain or danger,I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.
an emotion experienced in anticipation of some specific pain or danger,I swear its so hot I dont want to leave my house  Is it hot where your at?
an emotion experienced in anticipation of some specific pain or danger,Losing to Villa...'@M0tivati0nQuote: Most of the things people worry about are things that won't even matter to them a few months from now.'
